怪物编号	怪物名称	等级	兵种	兵种等级	技能	技能等级	战斗力	攻击	血量	物理防御	法术防御	闪避	暴击	命中	破招	格挡	刚毅	素材	神将	一级神将素材	专属技能
142133	奉天骑兵	94	3	12	3	10	42255	43771	70481	22945	22945	2350	2350	2350	2350	2350	2350	hero/qi.png	0		
142143	奉天谋士	94	4	12	3	10	42255	49813	58534	17763	17763	2350	2350	2350	2350	2350	2350	hero/xunyu.png	0		
142153	奉天红颜	94	5	12	3	10	42255	50189	58534	17575	17575	2350	2350	2350	2350	2350	2350	hero/zhangchunhua.png	0		
142213	田予	94	1	12	3	10	42326	51151	87682	21296	20674	2350	2350	2350	2350	2350	2350	hero/caopi.png	0		
142223	奉天枪兵	94	2	12	3	10	42326	49266	70481	19223	19223	2350	2350	2350	2350	2350	2350	hero/qiang.png	0		
142233	奉天骑兵	94	3	12	3	10	42326	43859	70481	22991	22991	2350	2350	2350	2350	2350	2350	hero/qi.png	0		
142243	奉天谋士	94	4	12	3	10	42326	49913	58534	17799	17799	2350	2350	2350	2350	2350	2350	hero/xunyu.png	0		
142253	奉天红颜	94	5	12	3	10	42326	50289	58534	17610	17610	2350	2350	2350	2350	2350	2350	hero/hongyan.png	0		
142313	奉天刀兵	94	1	12	3	10	42397	51253	87682	21338	20716	2350	2350	2350	2350	2350	2350	hero/dao.png	0		
142323	奉天枪兵	94	2	12	3	10	42397	49365	70481	19262	19262	2350	2350	2350	2350	2350	2350	hero/qiang.png	0		
142333	奉天骑兵	94	3	12	3	10	42397	43946	70481	23037	23037	2350	2350	2350	2350	2350	2350	hero/qi.png	0		
142343	奉天谋士	94	4	12	3	10	42397	50012	58534	17834	17834	2350	2350	2350	2350	2350	2350	hero/xunyu.png	0		
142353	奉天红颜	94	5	12	3	10	42397	50390	58534	17645	17645	2350	2350	2350	2350	2350	2350	hero/hongyan.png	0		
142413	奉天刀兵	94	1	12	3	10	42469	51355	87682	21381	20757	2350	2350	2350	2350	2350	2350	hero/dao.png	0		
142423	奉天枪兵	94	2	12	3	10	42469	49463	70481	19300	19300	2350	2350	2350	2350	2350	2350	hero/dengai.png	0		
142433	奉天骑兵	94	3	12	3	10	42469	44034	70481	23083	23083	2350	2350	2350	2350	2350	2350	hero/qi.png	0		
142443	奉天谋士	94	4	12	3	10	42469	50112	58534	17870	17870	2350	2350	2350	2350	2350	2350	hero/xunyu.png	0		
142453	奉天红颜	94	5	12	3	10	42469	50490	58534	17680	17680	2350	2350	2350	2350	2350	2350	hero/hongyan.png	0		
142513	奉天刀兵	94	1	12	3	10	42540	51457	87682	21423	20798	2350	2350	2350	2350	2350	2350	hero/dao.png	0		
142523	奉天枪兵	94	2	12	3	10	42540	49561	70481	19338	19338	2350	2350	2350	2350	2350	2350	hero/qiang.png	0		
142533	奉天骑兵	94	3	12	3	10	42540	44121	70481	23129	23129	2350	2350	2350	2350	2350	2350	hero/qi.png	0		
142543	奉天谋士	94	4	12	3	10	42540	50212	58534	17905	17905	2350	2350	2350	2350	2350	2350	hero/xunyu.png	0		
142553	奉天红颜	94	5	12	3	10	42540	50591	58534	17716	17716	2350	2350	2350	2350	2350	2350	hero/hongyan.png	0		
143113	黑泽刀兵	95	1	12	3	10	44596	56169	89303	21591	20971	2375	2375	2375	2375	2375	2375	hero/dao.png	0		
143123	黑泽枪兵	95	2	12	3	10	44596	49964	71913	19501	19501	2375	2375	2375	2375	2375	2375	hero/qiang.png	0		
143133	黑泽骑兵	95	3	12	3	10	44596	44551	71913	23301	23301	2375	2375	2375	2375	2375	2375	hero/qi.png	0		
143143	黑泽谋士	95	4	12	3	10	44596	52531	59776	19311	19311	2375	2375	2375	2375	2375	2375	hero/xunyu.png	0		
143153	黑泽红颜	95	5	12	3	10	44596	52911	59776	19121	19121	2375	2375	2375	2375	2375	2375	hero/hongyan.png	0		
143213	黑泽刀兵	95	1	12	3	10	44672	56281	89303	21634	21013	2375	2375	2375	2375	2375	2375	hero/dao.png	0		
143223	黑泽枪兵	95	2	12	3	10	44672	50064	71913	19540	19540	2375	2375	2375	2375	2375	2375	hero/qiang.png	0		
143233	黑泽骑兵	95	3	12	3	10	44672	44640	71913	23348	23348	2375	2375	2375	2375	2375	2375	hero/qi.png	0		
143243	黑泽谋士	95	4	12	3	10	44672	52636	59776	19350	19350	2375	2375	2375	2375	2375	2375	hero/xunyu.png	0		
143253	黑泽红颜	95	5	12	3	10	44672	53017	59776	19159	19159	2375	2375	2375	2375	2375	2375	hero/hongyan.png	0		
143313	黑泽刀兵	95	1	12	3	10	44747	56394	89303	21677	21055	2375	2375	2375	2375	2375	2375	hero/dao.png	0		
143323	黑泽枪兵	95	2	12	3	10	44747	50164	71913	19579	19579	2375	2375	2375	2375	2375	2375	hero/qiang.png	0		
143333	黑泽骑兵	95	3	12	3	10	44747	44729	71913	23394	23394	2375	2375	2375	2375	2375	2375	hero/qi.png	0		
143343	黑泽谋士	95	4	12	3	10	44747	52741	59776	19388	19388	2375	2375	2375	2375	2375	2375	hero/xunyu.png	0		
143353	黑泽红颜	95	5	12	3	10	44747	53123	59776	19197	19197	2375	2375	2375	2375	2375	2375	hero/hongyan.png	0		
143413	黑泽刀兵	95	1	12	3	10	44823	56506	89303	21721	21097	2375	2375	2375	2375	2375	2375	hero/sunjian.png	0		
143423	黑泽枪兵	95	2	12	3	10	44823	50264	71913	19618	19618	2375	2375	2375	2375	2375	2375	hero/qiang.png	0		
143433	黑泽骑兵	95	3	12	3	10	44823	44818	71913	23441	23441	2375	2375	2375	2375	2375	2375	hero/qi.png	0		
143443	黑泽谋士	95	4	12	3	10	44823	52846	59776	19427	19427	2375	2375	2375	2375	2375	2375	hero/xunyu.png	0		
143453	黑泽红颜	95	5	12	3	10	44823	53228	59776	19236	19236	2375	2375	2375	2375	2375	2375	hero/hongyan.png	0		
143513	马忠	95	1	12	3	10	44898	56618	89303	21764	21139	2375	2375	2375	2375	2375	2375	hero/dianwei.png	0		
143523	黑泽枪兵	95	2	12	3	10	44898	50364	71913	19657	19657	2375	2375	2375	2375	2375	2375	hero/qiang.png	0		
143533	黑泽骑兵	95	3	12	3	10	44898	44907	71913	23487	23487	2375	2375	2375	2375	2375	2375	hero/qi.png	0		
143543	黑泽谋士	95	4	12	3	10	44898	52951	59776	19465	19465	2375	2375	2375	2375	2375	2375	hero/xunyu.png	0		
143553	黑泽红颜	95	5	12	3	10	44898	53334	59776	19274	19274	2375	2375	2375	2375	2375	2375	hero/hongyan.png	0		
144113	临城刀兵	96	1	12	3	10	45278	56934	90944	21936	21316	2400	2400	2400	2400	2400	2400	hero/dao.png	0		
144123	临城枪兵	96	2	12	3	10	45278	50773	73364	19824	19824	2400	2400	2400	2400	2400	2400	hero/qiang.png	0		
144133	临城骑兵	96	3	12	3	10	45278	45346	73364	23664	23664	2400	2400	2400	2400	2400	2400	hero/qi.png	0		
144143	临城谋士	96	4	12	3	10	45278	53410	61037	19632	19632	2400	2400	2400	2400	2400	2400	hero/xunyu.png	0		
144153	临城红颜	96	5	12	3	10	45278	53794	61037	19440	19440	2400	2400	2400	2400	2400	2400	hero/hongyan.png	0		
144213	临城刀兵	96	1	12	3	10	45355	57048	90944	21980	21359	2400	2400	2400	2400	2400	2400	hero/dao.png	0		
144223	临城枪兵	96	2	12	3	10	45355	50875	73364	19864	19864	2400	2400	2400	2400	2400	2400	hero/qiang.png	0		
144233	临城骑兵	96	3	12	3	10	45355	45437	73364	23711	23711	2400	2400	2400	2400	2400	2400	hero/qi.png	0		
144243	临城谋士	96	4	12	3	10	45355	53517	61037	19671	19671	2400	2400	2400	2400	2400	2400	hero/xunyu.png	0		
144253	临城红颜	96	5	12	3	10	45355	53902	61037	19479	19479	2400	2400	2400	2400	2400	2400	hero/hongyan.png	0		
144313	临城刀兵	96	1	12	3	10	45432	57162	90944	22024	21401	2400	2400	2400	2400	2400	2400	hero/dao.png	0		
144323	临城枪兵	96	2	12	3	10	45432	50976	73364	19903	19903	2400	2400	2400	2400	2400	2400	hero/qiang.png	0		
144333	临城骑兵	96	3	12	3	10	45432	45527	73364	23759	23759	2400	2400	2400	2400	2400	2400	hero/qi.png	0		
144343	临城谋士	96	4	12	3	10	45432	53624	61037	19711	19711	2400	2400	2400	2400	2400	2400	hero/xunyu.png	0		
144353	临城红颜	96	5	12	3	10	45432	54009	61037	19518	19518	2400	2400	2400	2400	2400	2400	hero/hongyan.png	0		
144413	临城刀兵	96	1	12	3	10	45508	57276	90944	22068	21444	2400	2400	2400	2400	2400	2400	hero/dao.png	0		
144423	庞统	96	2	12	3	10	45508	51078	73364	19943	19943	2400	2400	2400	2400	2400	2400	hero/pangtong.png	0		
144433	临城骑兵	96	3	12	3	10	45508	45618	73364	23806	23806	2400	2400	2400	2400	2400	2400	hero/qi.png	0		
144443	临城谋士	96	4	12	3	10	45508	53730	61037	19750	19750	2400	2400	2400	2400	2400	2400	hero/xunyu.png	0		
144453	临城红颜	96	5	12	3	10	45508	54117	61037	19557	19557	2400	2400	2400	2400	2400	2400	hero/hongyan.png	0		
144513	徐晃	96	1	12	3	10	45585	57389	90944	22111	21487	2400	2400	2400	2400	2400	2400	hero/xuhuang.png	0		
144523	临城枪兵	96	2	12	3	10	45585	51179	73364	19983	19983	2400	2400	2400	2400	2400	2400	hero/qiang.png	0		
144533	临城骑兵	96	3	12	3	10	45585	45709	73364	23853	23853	2400	2400	2400	2400	2400	2400	hero/qi.png	0		
144543	临城谋士	96	4	12	3	10	45585	53837	61037	19789	19789	2400	2400	2400	2400	2400	2400	hero/xunyu.png	0		
144553	临城红颜	96	5	12	3	10	45585	54224	61037	19596	19596	2400	2400	2400	2400	2400	2400	hero/hongyan.png	0		
145013	临城刀兵	97	1	12	3	10	46283	58174	92611	22465	21840	2425	2425	2425	2425	2425	2425	hero/dao.png	0		
145023	临城枪兵	97	2	12	3	10	46283	52008	74841	20314	20314	2425	2425	2425	2425	2425	2425	hero/qiang.png	0		
145033	临城骑兵	97	3	12	3	10	46283	46525	74841	24225	24225	2425	2425	2425	2425	2425	2425	hero/qi.png	0		
145043	临城谋士	97	4	12	3	10	46283	54738	62324	20119	20119	2425	2425	2425	2425	2425	2425	hero/xunyu.png	0		
145053	临城红颜	97	5	12	3	10	46283	55130	62324	19923	19923	2425	2425	2425	2425	2425	2425	hero/hongyan.png	0		
151113	龙岭刀兵	98	1	15	3	10	46677	58503	94294	22645	22025	2450	2450	2450	2450	2450	2450	hero/dao.png	0		
151123	龙岭枪兵	98	2	15	3	10	46677	52430	76335	20489	20489	2450	2450	2450	2450	2450	2450	hero/qiang.png	0		
151133	龙岭骑兵	98	3	15	3	10	46677	46981	76335	24409	24409	2450	2450	2450	2450	2450	2450	hero/qi.png	0		
151143	龙岭谋士	98	4	15	3	10	46677	55213	63628	20293	20293	2450	2450	2450	2450	2450	2450	hero/xunyu.png	0		
151153	龙岭红颜	98	5	15	3	10	46677	55605	63628	20097	20097	2450	2450	2450	2450	2450	2450	hero/hongyan.png	0		
151213	龙岭刀兵	98	1	15	3	10	46756	58620	94294	22690	22069	2450	2450	2450	2450	2450	2450	hero/dao.png	0		
151223	龙岭枪兵	98	2	15	3	10	46756	52535	76335	20530	20530	2450	2450	2450	2450	2450	2450	hero/qiang.png	0		
151233	龙岭骑兵	98	3	15	3	10	46756	47075	76335	24458	24458	2450	2450	2450	2450	2450	2450	hero/qi.png	0		
151243	龙岭谋士	98	4	15	3	10	46756	55323	63628	20334	20334	2450	2450	2450	2450	2450	2450	hero/zhugedan.png	0		
151253	龙岭红颜	98	5	15	3	10	46756	55716	63628	20137	20137	2450	2450	2450	2450	2450	2450	hero/hongyan.png	0		
151313	龙岭刀兵	98	1	15	3	10	46835	58737	94294	22736	22113	2450	2450	2450	2450	2450	2450	hero/dao.png	0		
151323	龙岭枪兵	98	2	15	3	10	46835	52640	76335	20571	20571	2450	2450	2450	2450	2450	2450	hero/jiangwei.png	0		
151333	龙岭骑兵	98	3	15	3	10	46835	47169	76335	24507	24507	2450	2450	2450	2450	2450	2450	hero/qi.png	0		
151343	龙岭谋士	98	4	15	3	10	46835	55434	63628	20374	20374	2450	2450	2450	2450	2450	2450	hero/xunyu.png	0		
151353	龙岭红颜	98	5	15	3	10	46835	55827	63628	20177	20177	2450	2450	2450	2450	2450	2450	hero/hongyan.png	0		
151413	龙岭刀兵	98	1	15	3	10	46914	58854	94294	22781	22157	2450	2450	2450	2450	2450	2450	hero/dao.png	0		
151423	龙岭枪兵	98	2	15	3	10	46914	52745	76335	20612	20612	2450	2450	2450	2450	2450	2450	hero/qiang.png	0		
151433	龙岭骑兵	98	3	15	3	10	46914	47263	76335	24555	24555	2450	2450	2450	2450	2450	2450	hero/qi.png	0		
151443	龙岭谋士	98	4	15	3	10	46914	55544	63628	20415	20415	2450	2450	2450	2450	2450	2450	hero/xunyu.png	0		
151453	龙岭红颜	98	5	15	3	10	46914	55939	63628	20218	20218	2450	2450	2450	2450	2450	2450	hero/hongyan.png	0		
151513	龙岭刀兵	98	1	15	3	10	46993	58971	94294	22826	22201	2450	2450	2450	2450	2450	2450	hero/dao.png	0		
151523	龙岭枪兵	98	2	15	3	10	46993	52849	76335	20653	20653	2450	2450	2450	2450	2450	2450	hero/qiang.png	0		
151533	龙岭骑兵	98	3	15	3	10	46993	47357	76335	24604	24604	2450	2450	2450	2450	2450	2450	hero/qi.png	0		
151543	李严	98	4	15	3	10	46993	55655	63628	20455	20455	2450	2450	2450	2450	2450	2450	hero/luxun.png	0		
151553	龙岭红颜	98	5	15	3	10	46993	56050	63628	20258	20258	2450	2450	2450	2450	2450	2450	hero/hongyan.png	0		
152113	千竹刀兵	99	1	15	3	10	47394	59308	95999	23009	22389	2475	2475	2475	2475	2475	2475	hero/dao.png	0		
152123	千竹枪兵	99	2	15	3	10	47394	53279	77849	20831	20831	2475	2475	2475	2475	2475	2475	hero/qiang.png	0		
152133	千竹骑兵	99	3	15	3	10	47394	47822	77849	24791	24791	2475	2475	2475	2475	2475	2475	hero/qi.png	0		
152143	千竹谋士	99	4	15	3	10	47394	56138	64953	20633	20633	2475	2475	2475	2475	2475	2475	hero/xunyu.png	0		
152153	千竹红颜	99	5	15	3	10	47394	56534	64953	20435	20435	2475	2475	2475	2475	2475	2475	hero/hongyan.png	0		
152213	千竹刀兵	99	1	15	3	10	47474	59427	95999	23055	22434	2475	2475	2475	2475	2475	2475	hero/dao.png	0		
152223	千竹枪兵	99	2	15	3	10	47474	53386	77849	20873	20873	2475	2475	2475	2475	2475	2475	hero/zhoutai.png	0		
152233	千竹骑兵	99	3	15	3	10	47474	47918	77849	24841	24841	2475	2475	2475	2475	2475	2475	hero/qi.png	0		
152243	千竹谋士	99	4	15	3	10	47474	56250	64953	20674	20674	2475	2475	2475	2475	2475	2475	hero/xunyu.png	0		
152253	千竹红颜	99	5	15	3	10	47474	56647	64953	20476	20476	2475	2475	2475	2475	2475	2475	hero/hongyan.png	0		
152313	千竹刀兵	99	1	15	3	10	47554	59545	95999	23101	22479	2475	2475	2475	2475	2475	2475	hero/dao.png	0		
152323	千竹枪兵	99	2	15	3	10	47554	53492	77849	20914	20914	2475	2475	2475	2475	2475	2475	hero/qiang.png	0		
152333	千竹骑兵	99	3	15	3	10	47554	48013	77849	24890	24890	2475	2475	2475	2475	2475	2475	hero/qi.png	0		
152343	千竹谋士	99	4	15	3	10	47554	56363	64953	20716	20716	2475	2475	2475	2475	2475	2475	hero/xunyu.png	0		
152353	鲍三娘	99	5	15	3	10	47554	56760	64953	20517	20517	2475	2475	2475	2475	2475	2475	hero/hongyan.png	0		
152413	千竹刀兵	99	1	15	3	10	47634	59664	95999	23147	22523	2475	2475	2475	2475	2475	2475	hero/dao.png	0		
152423	千竹枪兵	99	2	15	3	10	47634	53599	77849	20956	20956	2475	2475	2475	2475	2475	2475	hero/qiang.png	0		
152433	千竹骑兵	99	3	15	3	10	47634	48109	77849	24940	24940	2475	2475	2475	2475	2475	2475	hero/qi.png	0		
152443	曹休	99	4	15	3	10	47634	56475	64953	20757	20757	2475	2475	2475	2475	2475	2475	hero/jiangwei.png	0		
152453	千竹红颜	99	5	15	3	10	47634	56873	64953	20558	20558	2475	2475	2475	2475	2475	2475	hero/zhangchunhua.png	0		
152513	千竹刀兵	99	1	15	3	10	47714	59782	95999	23193	22568	2475	2475	2475	2475	2475	2475	hero/dao.png	0		
152523	千竹枪兵	99	2	15	3	10	47714	53705	77849	20998	20998	2475	2475	2475	2475	2475	2475	hero/jiangwei.png	0		
152533	千竹骑兵	99	3	15	3	10	47714	48205	77849	24989	24989	2475	2475	2475	2475	2475	2475	hero/qi.png	0		
152543	千竹谋士	99	4	15	3	10	47714	56587	64953	20798	20798	2475	2475	2475	2475	2475	2475	hero/xunyu.png	0		
152553	千竹红颜	99	5	15	3	10	47714	56986	64953	20598	20598	2475	2475	2475	2475	2475	2475	hero/hongyan.png	0		
153113	九凉刀兵	100	1	15	3	10	49575	60127	102127	24838	24218	2500	2500	2500	2500	2500	2500	hero/dao.png	0		
153123	九凉枪兵	100	2	15	3	10	49575	56326	81613	22638	22638	2500	2500	2500	2500	2500	2500	hero/qiang.png	0		
153133	九凉骑兵	100	3	15	3	10	49575	50863	81613	26638	26638	2500	2500	2500	2500	2500	2500	hero/qi.png	0		
153143	九凉谋士	100	4	15	3	10	49575	57079	68013	20980	20980	2500	2500	2500	2500	2500	2500	hero/xunyu.png	0		
153153	九凉红颜	100	5	15	3	10	49575	57479	68013	20780	20780	2500	2500	2500	2500	2500	2500	hero/hongyan.png	0		
153213	九凉刀兵	100	1	15	3	10	49659	60247	102127	24888	24266	2500	2500	2500	2500	2500	2500	hero/dao.png	0		
153223	九凉枪兵	100	2	15	3	10	49659	56439	81613	22683	22683	2500	2500	2500	2500	2500	2500	hero/qiang.png	0		
153233	九凉骑兵	100	3	15	3	10	49659	50965	81613	26691	26691	2500	2500	2500	2500	2500	2500	hero/qi.png	0		
153243	九凉谋士	100	4	15	3	10	49659	57193	68013	21022	21022	2500	2500	2500	2500	2500	2500	hero/xunyu.png	0		
153253	九凉红颜	100	5	15	3	10	49659	57594	68013	20822	20822	2500	2500	2500	2500	2500	2500	hero/hongyan.png	0		
153313	九凉刀兵	100	1	15	3	10	49742	60368	102127	24937	24315	2500	2500	2500	2500	2500	2500	hero/dao.png	0		
153323	九凉枪兵	100	2	15	3	10	49742	56551	81613	22729	22729	2500	2500	2500	2500	2500	2500	hero/qiang.png	0		
153333	九凉骑兵	100	3	15	3	10	49742	51066	81613	26745	26745	2500	2500	2500	2500	2500	2500	hero/qi.png	0		
153343	九凉谋士	100	4	15	3	10	49742	57307	68013	21064	21064	2500	2500	2500	2500	2500	2500	hero/xunyu.png	0		
153353	九凉红颜	100	5	15	3	10	49742	57709	68013	20863	20863	2500	2500	2500	2500	2500	2500	hero/hongyan.png	0		
153413	九凉刀兵	100	1	15	3	10	49826	60488	102127	24987	24363	2500	2500	2500	2500	2500	2500	hero/dao.png	0		
153423	九凉枪兵	100	2	15	3	10	49826	56664	81613	22774	22774	2500	2500	2500	2500	2500	2500	hero/qiang.png	0		
153433	九凉骑兵	100	3	15	3	10	49826	51168	81613	26798	26798	2500	2500	2500	2500	2500	2500	hero/qi.png	0		
153443	九凉谋士	100	4	15	3	10	49826	57421	68013	21106	21106	2500	2500	2500	2500	2500	2500	hero/xunyu.png	0		
153453	九凉红颜	100	5	15	3	10	49826	57824	68013	20905	20905	2500	2500	2500	2500	2500	2500	hero/hongyan.png	0		
153513	九凉刀兵	100	1	15	3	10	49909	60608	102127	25037	24412	2500	2500	2500	2500	2500	2500	hero/dao.png	0		
153523	九凉枪兵	100	2	15	3	10	49909	56777	81613	22819	22819	2500	2500	2500	2500	2500	2500	hero/qiang.png	0		
153533	楼玄	100	3	15	3	10	49909	51270	81613	26851	26851	2500	2500	2500	2500	2500	2500	hero/xunyu.png	0		
153543	九凉谋士	100	4	15	3	10	49909	57536	68013	21148	21148	2500	2500	2500	2500	2500	2500	hero/xunyu.png	0		
153553	九凉红颜	100	5	15	3	10	49909	57939	68013	20946	20946	2500	2500	2500	2500	2500	2500	hero/hongyan.png	0		
154113	铜雀刀兵	101	1	15	3	10	50324	60961	103967	25216	24596	2525	2525	2525	2525	2525	2525	hero/dao.png	0		
154123	铜雀枪兵	101	2	15	3	10	50324	57204	83246	22994	22994	2525	2525	2525	2525	2525	2525	hero/qiang.png	0		
154133	蒯越	101	3	15	3	10	50324	51737	83246	27034	27034	2525	2525	2525	2525	2525	2525	hero/qi.png	0		
154143	铜雀谋士	101	4	15	3	10	50324	58037	69485	21334	21334	2525	2525	2525	2525	2525	2525	hero/xunyu.png	0		
154153	铜雀红颜	101	5	15	3	10	50324	58441	69485	21132	21132	2525	2525	2525	2525	2525	2525	hero/hongyan.png	0		
154213	铜雀刀兵	101	1	15	3	10	50409	61083	103967	25266	24645	2525	2525	2525	2525	2525	2525	hero/dao.png	0		
154223	铜雀枪兵	101	2	15	3	10	50409	57318	83246	23040	23040	2525	2525	2525	2525	2525	2525	hero/qiang.png	0		
154233	虞翻	101	3	15	3	10	50409	51840	83246	27088	27088	2525	2525	2525	2525	2525	2525	hero/zhanghe.png	0		
154243	铜雀谋士	101	4	15	3	10	50409	58153	69485	21377	21377	2525	2525	2525	2525	2525	2525	hero/xunyu.png	0		
154253	铜雀红颜	101	5	15	3	10	50409	58558	69485	21174	21174	2525	2525	2525	2525	2525	2525	hero/hongyan.png	0		
154313	铜雀刀兵	101	1	15	3	10	50494	61205	103967	25317	24694	2525	2525	2525	2525	2525	2525	hero/dao.png	0		
154323	铜雀枪兵	101	2	15	3	10	50494	57433	83246	23086	23086	2525	2525	2525	2525	2525	2525	hero/qiang.png	0		
154333	铜雀骑兵	101	3	15	3	10	50494	51944	83246	27142	27142	2525	2525	2525	2525	2525	2525	hero/qi.png	0		
154343	铜雀谋士	101	4	15	3	10	50494	58269	69485	21419	21419	2525	2525	2525	2525	2525	2525	hero/xunyu.png	0		
154353	铜雀红颜	101	5	15	3	10	50494	58675	69485	21217	21217	2525	2525	2525	2525	2525	2525	hero/hongyan.png	0		
154413	铜雀刀兵	101	1	15	3	10	50578	61327	103967	25367	24744	2525	2525	2525	2525	2525	2525	hero/dao.png	0		
154423	铜雀枪兵	101	2	15	3	10	50578	57547	83246	23132	23132	2525	2525	2525	2525	2525	2525	hero/qiang.png	0		
154433	铜雀骑兵	101	3	15	3	10	50578	52047	83246	27196	27196	2525	2525	2525	2525	2525	2525	hero/qi.png	0		
154443	铜雀谋士	101	4	15	3	10	50578	58385	69485	21462	21462	2525	2525	2525	2525	2525	2525	hero/xunyu.png	0		
154453	铜雀红颜	101	5	15	3	10	50578	58792	69485	21259	21259	2525	2525	2525	2525	2525	2525	hero/hongyan.png	0		
154513	铜雀刀兵	101	1	15	3	10	50663	61449	103967	25418	24793	2525	2525	2525	2525	2525	2525	hero/dao.png	0		
154523	典韦	101	2	15	3	10	50663	57662	83246	23178	23178	2525	2525	2525	2525	2525	2525	hero/dianwei.png	0		
154533	铜雀骑兵	101	3	15	3	10	50663	52151	83246	27250	27250	2525	2525	2525	2525	2525	2525	hero/qi.png	0		
154543	铜雀谋士	101	4	15	3	10	50663	58501	69485	21505	21505	2525	2525	2525	2525	2525	2525	hero/xunyu.png	0		
154553	铜雀红颜	101	5	15	3	10	50663	58909	69485	21301	21301	2525	2525	2525	2525	2525	2525	hero/hongyan.png	0		
155013	铜雀刀兵	102	1	15	3	10	51430	62304	105828	25807	25182	2550	2550	2550	2550	2550	2550	hero/dao.png	0		
155023	铜雀枪兵	102	2	15	3	10	51430	58562	84900	23545	23545	2550	2550	2550	2550	2550	2550	hero/qiang.png	0		
155033	铜雀骑兵	102	3	15	3	10	51430	53049	84900	27658	27658	2550	2550	2550	2550	2550	2550	hero/qi.png	0		
155043	铜雀谋士	102	4	15	3	10	51430	59484	70978	21870	21870	2550	2550	2550	2550	2550	2550	hero/xunyu.png	0		
155053	铜雀红颜	102	5	15	3	10	51430	59895	70978	21664	21664	2550	2550	2550	2550	2550	2550	hero/hongyan.png	0		
131115	天海刀兵	88	1	10	5	10	37652	45753	76993	18953	18333	2200	2200	2200	2200	2200	2200	hero/dao.png	0		
131125	天海枪兵	88	2	10	5	10	37652	43608	60913	17017	17017	2200	2200	2200	2200	2200	2200	hero/qiang.png	0		
131135	夏侯渊	88	3	10	5	10	37652	38346	60913	20537	20537	2200	2200	2200	2200	2200	2200	hero/xiahouyuan.png	0		
131145	天海谋士	88	4	10	5	10	37652	43884	48335	15607	15607	2200	2200	2200	2200	2200	2200	hero/xunyu.png	0		
131155	天海红颜	88	5	10	5	10	37652	44236	48335	15431	15431	2200	2200	2200	2200	2200	2200	hero/hongyan.png	0		
131215	天海刀兵	88	1	10	5	10	37716	45845	76993	18991	18370	2200	2200	2200	2200	2200	2200	hero/dao.png	0		
131225	天海枪兵	88	2	10	5	10	37716	43695	60913	17051	17051	2200	2200	2200	2200	2200	2200	hero/qiang.png	0		
131235	天海骑兵	88	3	10	5	10	37716	38423	60913	20578	20578	2200	2200	2200	2200	2200	2200	hero/qi.png	0		
131245	天海谋士	88	4	10	5	10	37716	43972	48335	15638	15638	2200	2200	2200	2200	2200	2200	hero/xunyu.png	0		
131255	张春华	88	5	10	5	10	37716	44324	48335	15462	15462	2200	2200	2200	2200	2200	2200	hero/zhangchunhua.png	0		
131315	天海刀兵	88	1	10	5	10	37779	45936	76993	19029	18406	2200	2200	2200	2200	2200	2200	hero/dao.png	0		
131325	天海枪兵	88	2	10	5	10	37779	43782	60913	17085	17085	2200	2200	2200	2200	2200	2200	hero/qiang.png	0		
131335	天海骑兵	88	3	10	5	10	37779	38499	60913	20619	20619	2200	2200	2200	2200	2200	2200	hero/qi.png	0		
131345	天海谋士	88	4	10	5	10	37779	44060	48335	15669	15669	2200	2200	2200	2200	2200	2200	hero/xunyu.png	0		
131355	天海红颜	88	5	10	5	10	37779	44413	48335	15493	15493	2200	2200	2200	2200	2200	2200	hero/hongyan.png	0		
131415	天海刀兵	88	1	10	5	10	37843	46028	76993	19067	18443	2200	2200	2200	2200	2200	2200	hero/dao.png	0		
131425	天海枪兵	88	2	10	5	10	37843	43870	60913	17119	17119	2200	2200	2200	2200	2200	2200	hero/qiang.png	0		
131435	天海骑兵	88	3	10	5	10	37843	38576	60913	20660	20660	2200	2200	2200	2200	2200	2200	hero/qi.png	0		
131445	曹洪	88	4	10	5	10	37843	44147	48335	15701	15701	2200	2200	2200	2200	2200	2200	hero/xunyu.png	0		
131455	天海红颜	88	5	10	5	10	37843	44501	48335	15524	15524	2200	2200	2200	2200	2200	2200	hero/hongyan.png	0		
131515	天海刀兵	88	1	10	5	10	37906	46119	76993	19105	18480	2200	2200	2200	2200	2200	2200	hero/dao.png	0		
131525	天海枪兵	88	2	10	5	10	37906	43957	60913	17153	17153	2200	2200	2200	2200	2200	2200	hero/qiang.png	0		
131535	天海骑兵	88	3	10	5	10	37906	38653	60913	20701	20701	2200	2200	2200	2200	2200	2200	hero/qi.png	0		
131545	天海谋士	88	4	10	5	10	37906	44235	48335	15732	15732	2200	2200	2200	2200	2200	2200	hero/xunyu.png	0		
131555	天海红颜	88	5	10	5	10	37906	44590	48335	15554	15554	2200	2200	2200	2200	2200	2200	hero/hongyan.png	0		
132115	万川刀兵	89	1	10	5	10	38233	46406	78374	19247	18627	2225	2225	2225	2225	2225	2225	hero/dao.png	0		
132125	万川枪兵	89	2	10	5	10	38233	44305	62122	17289	17289	2225	2225	2225	2225	2225	2225	hero/qiang.png	0		
132135	万川骑兵	89	3	10	5	10	38233	39016	62122	20849	20849	2225	2225	2225	2225	2225	2225	hero/qi.png	0		
